id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17111184,"Century House Cedar Room with lots of space, light",10502090,Jean,,Ward 2,44.93392,-123.0196,Private room,105,1,23,2020-03-16,0.61,3,333
17238244,(Phone number hidden by Airbnb) s Cottage - Walk in the Park (Phone number hidden by Airbnb) LI,22605257,Linda,,Ward 7,44.9274,-123.0467,Entire home/apt,130,1,248,2020-04-18,6.63,1,286
17424096,Cozy Bedroom in a townhouse,35861426,Erenly,,Ward 4,44.86762,-123.03146,Private room,45,1,9,2019-02-11,0.25,1,356
17433830,Motivation Room 4 In Quite Neighborhood,972844,Julia,,Ward 1,44.94449,-123.0132,Private room,39,1,49,2019-12-20,1.33,1,341
17736273,Bluff house,120967569,Carol,,Ward 3,44.90794,-123.03198,Private room,50,2,8,2019-07-14,0.23,1,363
17925070,Mill Creek BnB 1,122904806,Toni,,Ward 2,44.93413,-123.01519,Private room,50,1,75,2019-10-12,2.02,3,49
18286333,Mill Creek BnB 2,122904806,Toni,,Ward 2,44.93359,-123.01376,Private room,50,1,53,2019-10-09,1.48,3,49
18636159,Comfortable Master Bedroom with private bathroom,129478834,Vera,,Ward 3,44.9139,-122.97537,Private room,54,1,22,2019-12-12,0.61,1,0
18654723,Paxson House - Toscono Room,49211542,Tim And Connie,,Ward 3,44.90616,-123.02936,Private room,75,2,6,2019-07-28,0.18,1,179
18756208,Perfect Eclipse stay.,37502456,Becky,,Ward 4,44.87468,-123.02763,Entire home/apt,1500,2,1,2017-06-17,0.03,1,89
18979869,"West Salem: Relax, Refresh and Room to sprawl",16355487,Sandy & Ben,,Ward 8,44.9717,-123.07465,Private room,50,2,1,2017-08-21,0.03,1,88
19144944,Country Garden Retreat,133856626,Diane,,Ward 3,44.88898,-122.95201,Entire home/apt,77,1,173,2020-03-09,5.19,1,168
19182947,Beautiful South Salem Home,72582641,Sarah,,Ward 7,44.91317,-123.05143,Entire home/apt,300,2,10,2019-08-05,0.31,1,0
19247929,Spacious Cottage in South Salem,134773170,Isaac And Donia,,Ward 7,44.88799,-123.07317,Entire home/apt,60,2,76,2020-03-20,2.19,1,0
19388806,"Cindy's Nook,  Suite, w/Private Entrance & Sauna",42050514,Cindy,,Ward 7,44.91736,-123.04686,Private room,69,1,213,2020-04-14,6.26,1,358
